ts_utc,n,latency_ms_p95,accuracy_mean,explain_mean,failure_rate,J,dJ_dfail,dJ_dlat
2025-01-16T12:00:00+00:00,45,1421.0,0.939778,0.858667,0.0,0.773894463,-5.192271,-0.000118799
